Entry	Entry Name	Organism	Length	Gene Names (primary)	Protein families
Q8NEG2	CG057_HUMAN	Homo sapiens (Human)	295	C7orf57	
Q8NEL0	CCD54_HUMAN	Homo sapiens (Human)	328	CCDC54	
Q8NEQ5	CA162_HUMAN	Homo sapiens (Human)	155	C1orf162	
Q8NET4	RTL9_HUMAN	Homo sapiens (Human)	1388	RTL9	
Q8NEX5	WFDC9_HUMAN	Homo sapiens (Human)	89	WFDC9	
Q8NEX6	WFD11_HUMAN	Homo sapiens (Human)	87	WFDC11	
Q8NF67	A2012_HUMAN	Homo sapiens (Human)	263	ANKRD20A12P	
Q8NFP0	PXT1_HUMAN	Homo sapiens (Human)	134	PXT1	
Q8NFV5	SPDE1_HUMAN	Homo sapiens (Human)	336	SPDYE1	Speedy/Ringo family
Q8NH21	OR4F5_HUMAN	Homo sapiens (Human)	305	OR4F5	G-protein coupled receptor 1 family
Q8NHX4	SPTA3_HUMAN	Homo sapiens (Human)	192	SPATA3	
Q8NI28	R32DT_HUMAN	Homo sapiens (Human)	216	RNF32-DT	
Q8TAC1	RFESD_HUMAN	Homo sapiens (Human)	157	RFESD	
Q8TAD7	OCC1_HUMAN	Homo sapiens (Human)	63	OCC1	OCC1 family
Q8TAF5	LQK1_HUMAN	Homo sapiens (Human)	88	FLVCR1-DT	
Q8TAL5	CI043_HUMAN	Homo sapiens (Human)	461	C9orf43	
Q8TAY7	F110D_HUMAN	Homo sapiens (Human)	271	FAM110D	FAM110 family
Q8TB05	UBAD1_HUMAN	Homo sapiens (Human)	177	UBALD1	UBALD family
Q8TBR4	ST3L4_HUMAN	Homo sapiens (Human)	150	STAG3L4	SCC3 family
Q8TBR5	CSAS1_HUMAN	Homo sapiens (Human)	109	CIRBP-AS1	
Q8TBZ9	TEX47_HUMAN	Homo sapiens (Human)	253	TEX47	
Q8TC99	FNDC8_HUMAN	Homo sapiens (Human)	324	FNDC8	
Q8TCA0	LRC20_HUMAN	Homo sapiens (Human)	184	LRRC20	
Q8TCZ7	CU074_HUMAN	Homo sapiens (Human)	52	LINC00308	
Q8TD33	SG1C1_HUMAN	Homo sapiens (Human)	95	SCGB1C1	Secretoglobin family
Q8TD35	LKAM1_HUMAN	Homo sapiens (Human)	194	LKAAEAR1	
Q8TD47	RS4Y2_HUMAN	Homo sapiens (Human)	263	RPS4Y2	Eukaryotic ribosomal protein eS4 family
Q8TD90	MAGE2_HUMAN	Homo sapiens (Human)	523	MAGEE2	
Q8TDY3	ACTT2_HUMAN	Homo sapiens (Human)	377	ACTRT2	Actin family
Q8TE82	S3TC1_HUMAN	Homo sapiens (Human)	1336	SH3TC1	
Q8TEE9	SAP25_HUMAN	Homo sapiens (Human)	199	SAP25	
Q8TEF2	CJ105_HUMAN	Homo sapiens (Human)	133	C10orf105	
Q8WTQ4	CP078_HUMAN	Homo sapiens (Human)	265	C16orf78	
Q8WTZ4	CA5BL_HUMAN	Homo sapiens (Human)	195	CA5BP1	Alpha-carbonic anhydrase family
Q8WU43	CB015_HUMAN	Homo sapiens (Human)	91	C2orf15	
Q8WUB2	F216A_HUMAN	Homo sapiens (Human)	273	FAM216A	FAM216 family
Q8WUD4	CCD12_HUMAN	Homo sapiens (Human)	166	CCDC12	
Q8WUR7	CO040_HUMAN	Homo sapiens (Human)	153	C15orf40	UPF0235 family
Q8WUT9	S2543_HUMAN	Homo sapiens (Human)	341	SLC25A43	Mitochondrial carrier (TC 2.A.29) family
Q8WUY1	THEM6_HUMAN	Homo sapiens (Human)	208	THEM6	THEM6 family
Q8WVF5	KCTD4_HUMAN	Homo sapiens (Human)	259	KCTD4	
Q8WW59	SPRY4_HUMAN	Homo sapiens (Human)	207	SPRYD4	
Q8WWF8	CAPSL_HUMAN	Homo sapiens (Human)	208	CAPSL	
Q8WWM1	XAGE5_HUMAN	Homo sapiens (Human)	108	XAGE5	GAGE family
Q8WWR9	PDPFL_HUMAN	Homo sapiens (Human)	84	PPDPFL	PPDPF family
Q8WZA9	IRGQ_HUMAN	Homo sapiens (Human)	623	IRGQ	TRAFAC class dynamin-like GTPase superfamily
Q8WZB0	CI130_HUMAN	Homo sapiens (Human)	136	ERCC6L2-AS1	
Q92623	TTC9A_HUMAN	Homo sapiens (Human)	222	TTC9	TTC9 family
Q92628	K0232_HUMAN	Homo sapiens (Human)	1395	KIAA0232	
Q969H9	DIRC1_HUMAN	Homo sapiens (Human)	104	DIRC1	
Q96A19	C102A_HUMAN	Homo sapiens (Human)	550	CCDC102A	
Q96A22	CK052_HUMAN	Homo sapiens (Human)	123	C11orf52	
Q96AQ1	CC74A_HUMAN	Homo sapiens (Human)	378	CCDC74A	
Q96AQ2	TM125_HUMAN	Homo sapiens (Human)	219	TMEM125	
Q96AT1	K1143_HUMAN	Homo sapiens (Human)	154	KIAA1143	
Q96B54	ZN428_HUMAN	Homo sapiens (Human)	188	ZNF428	
Q96B70	LENG9_HUMAN	Homo sapiens (Human)	501	LENG9	
Q96CN7	ISOC1_HUMAN	Homo sapiens (Human)	298	ISOC1	Isochorismatase family
Q96CP2	FWCH2_HUMAN	Homo sapiens (Human)	140	FLYWCH2	
Q96CX6	LRC58_HUMAN	Homo sapiens (Human)	371	LRRC58	
Q96D70	R3HD4_HUMAN	Homo sapiens (Human)	268	R3HDM4	
Q96DE9	EOLA2_HUMAN	Homo sapiens (Human)	158	EOLA2	EOLA family
Q96DM1	PGBD4_HUMAN	Homo sapiens (Human)	585	PGBD4	
Q96EE4	CC126_HUMAN	Homo sapiens (Human)	140	CCDC126	
Q96EH5	RL39L_HUMAN	Homo sapiens (Human)	51	RPL39L	Eukaryotic ribosomal protein eL39 family
Q96EK9	KTI12_HUMAN	Homo sapiens (Human)	354	KTI12	KTI12 family
Q96EX1	SIM12_HUMAN	Homo sapiens (Human)	92	SMIM12	SMIM12 family
Q96F63	CCD97_HUMAN	Homo sapiens (Human)	343	CCDC97	
Q96F83	CLBA1_HUMAN	Homo sapiens (Human)	325	CLBA1	
Q96FA7	ZB10P_HUMAN	Homo sapiens (Human)	236	ZBED10P	
Q96FF7	MISP3_HUMAN	Homo sapiens (Human)	219	MISP3	MISP family
Q96FK6	WDR89_HUMAN	Homo sapiens (Human)	387	WDR89	
Q96FQ7	CR018_HUMAN	Homo sapiens (Human)	95	LINC00526	
Q96FV0	LRC46_HUMAN	Homo sapiens (Human)	321	LRRC46	
Q96GI7	FA89A_HUMAN	Homo sapiens (Human)	184	FAM89A	FAM89 family
Q96H35	RBM18_HUMAN	Homo sapiens (Human)	190	RBM18	
Q96HG1	SIM10_HUMAN	Homo sapiens (Human)	83	SMIM10	
Q96HH4	TM169_HUMAN	Homo sapiens (Human)	297	TMEM169	
Q96HM7	PED1B_HUMAN	Homo sapiens (Human)	432	PCED1B	PC-esterase family
Q96HZ7	URAS1_HUMAN	Homo sapiens (Human)	61	URB1-AS1	
Q96I45	TM141_HUMAN	Homo sapiens (Human)	108	TMEM141	TMEM141 family
Q96IR2	ZN845_HUMAN	Homo sapiens (Human)	970	ZNF845	Krueppel C2H2-type zinc-finger protein family
Q96IW2	SHD_HUMAN	Homo sapiens (Human)	340	SHD	
Q96K31	CH076_HUMAN	Homo sapiens (Human)	380	C8orf76	
Q96KF7	SMIM8_HUMAN	Homo sapiens (Human)	97	SMIM8	SMIM8 family
Q96KW2	P12L2_HUMAN	Homo sapiens (Human)	1035	POM121L2	POM121 family
Q96L03	SPT17_HUMAN	Homo sapiens (Human)	361	SPATA17	
Q96LI9	CX058_HUMAN	Homo sapiens (Human)	332	CXorf58	
Q96LM9	CT173_HUMAN	Homo sapiens (Human)	149	C20orf173	
Q96LP6	CL042_HUMAN	Homo sapiens (Human)	360	C12orf42	
Q96LR7	CB050_HUMAN	Homo sapiens (Human)	162	C2orf50	
Q96LS8	CB048_HUMAN	Homo sapiens (Human)	159	C2orf48	
Q96LZ2	MAGBA_HUMAN	Homo sapiens (Human)	347	MAGEB10	
Q96M19	CL067_HUMAN	Homo sapiens (Human)	166	LINC00477	
Q96M43	NBPF4_HUMAN	Homo sapiens (Human)	638	NBPF4	NBPF family
Q96M60	F227B_HUMAN	Homo sapiens (Human)	508	FAM227B	FAM227 family
Q96MC4	C295L_HUMAN	Homo sapiens (Human)	621	CEP295NL	
Q96MD7	CI085_HUMAN	Homo sapiens (Human)	179	C9orf85	
Q96MH6	TMM68_HUMAN	Homo sapiens (Human)	324	TMEM68	
Q96MP5	ZSWM3_HUMAN	Homo sapiens (Human)	696	ZSWIM3	
Q96MR7	OBAS1_HUMAN	Homo sapiens (Human)	158	OBSCN-AS1	
Q96MU5	CQ077_HUMAN	Homo sapiens (Human)	243	CD300LD-AS1	
Q96MW7	TIGD1_HUMAN	Homo sapiens (Human)	591	TIGD1	Tigger transposable element derived protein family
Q96MZ0	GD1L1_HUMAN	Homo sapiens (Human)	367	GDAP1L1	GST superfamily
Q96MZ4	F218A_HUMAN	Homo sapiens (Human)	157	FAM218A	
Q96N35	TMM83_HUMAN	Homo sapiens (Human)	136	LINC00052	
Q96N53	CK037_HUMAN	Homo sapiens (Human)	147	PRDM10-DT	
Q96NR7	WWAS2_HUMAN	Homo sapiens (Human)	200	WWC2-AS2	
Q96NS1	YPEL4_HUMAN	Homo sapiens (Human)	127	YPEL4	Yippee family
Q96NS8	CLUP3_HUMAN	Homo sapiens (Human)	147	CLUHP3	
Q96PG1	M4A4E_HUMAN	Homo sapiens (Human)	132	MS4A4E	MS4A family
Q96PP4	TSG13_HUMAN	Homo sapiens (Human)	275	TSGA13	
Q96PQ5	IPP2L_HUMAN	Homo sapiens (Human)	205	PPP1R2P1	Protein phosphatase inhibitor 2 family
Q96PY0	K1908_HUMAN	Homo sapiens (Human)	264	PSMG3-AS1	
Q96QU4	FRG2B_HUMAN	Homo sapiens (Human)	278	FRG2B	FRG2 family
Q96S07	PRR25_HUMAN	Homo sapiens (Human)	402	PRR25	
Q96SJ8	TSN18_HUMAN	Homo sapiens (Human)	248	TSPAN18	Tetraspanin (TM4SF) family
Q99440	CD006_HUMAN	Homo sapiens (Human)	93	LINC01587	
Q9BPW8	NIPS1_HUMAN	Homo sapiens (Human)	284	NIPSNAP1	NipSnap family
Q9BPX7	CG025_HUMAN	Homo sapiens (Human)	421	C7orf25	UPF0415 family
Q9BQ49	SMIM7_HUMAN	Homo sapiens (Human)	75	SMIM7	SMIM7 family
Q9BQM9	CT144_HUMAN	Homo sapiens (Human)	153	C20orf144	
Q9BR11	ZSWM1_HUMAN	Homo sapiens (Human)	485	ZSWIM1	
Q9BR46	SCAS1_HUMAN	Homo sapiens (Human)	151	SCP2D1-AS1	
Q9BRJ6	CG050_HUMAN	Homo sapiens (Human)	194	C7orf50	
Q9BRP1	PDD2L_HUMAN	Homo sapiens (Human)	358	PDCD2L	
Q9BS92	NPS3B_HUMAN	Homo sapiens (Human)	247	NIPSNAP3B	NipSnap family
Q9BTA0	F167B_HUMAN	Homo sapiens (Human)	163	FAM167B	FAM167 (SEC) family
Q9BTX7	TTPAL_HUMAN	Homo sapiens (Human)	342	TTPAL	
Q9BU68	PR15L_HUMAN	Homo sapiens (Human)	103	PRR15L	PRR15 family
Q9BVG4	PBDC1_HUMAN	Homo sapiens (Human)	233	PBDC1	PBDC1 family
Q9BVR0	HRC23_HUMAN	Homo sapiens (Human)	1158	HERC2P3	
Q9BVW6	SMIM2_HUMAN	Homo sapiens (Human)	85	SMIM2	
Q9BWJ2	RHAS1_HUMAN	Homo sapiens (Human)	59	RHPN1-AS1	
Q9BX51	GGTL1_HUMAN	Homo sapiens (Human)	225	GGTLC1	Gamma-glutamyltransferase family
Q9BXJ2	C1QT7_HUMAN	Homo sapiens (Human)	289	C1QTNF7	
Q9BXQ6	T121B_HUMAN	Homo sapiens (Human)	578	TMEM121B	TMEM121 family
Q9BXU2	TX13B_HUMAN	Homo sapiens (Human)	312	TEX13B	TEX13 family
Q9BY89	K1671_HUMAN	Homo sapiens (Human)	1806	KIAA1671	
Q9BYD9	ACTT3_HUMAN	Homo sapiens (Human)	372	ACTRT3	Actin family
Q9BYL1	SAM10_HUMAN	Homo sapiens (Human)	202	SAMD10	
Q9BYS8	LRRC2_HUMAN	Homo sapiens (Human)	371	LRRC2	
Q9BZ19	ANR60_HUMAN	Homo sapiens (Human)	345	ANKRD60	
Q9BZ68	FR8P1_HUMAN	Homo sapiens (Human)	369	FRMD8P1	
Q9BZ81	MAGB5_HUMAN	Homo sapiens (Human)	275	MAGEB5	
Q9BZ97	TTY13_HUMAN	Homo sapiens (Human)	58	TTTY13	
Q9BZA5	TXNG2_HUMAN	Homo sapiens (Human)	131	TXLNGY	Taxilin family
Q9BZE7	EVG1_HUMAN	Homo sapiens (Human)	217	C22orf23	UPF0193 (EVG1) family
Q9BZP3	CR002_HUMAN	Homo sapiens (Human)	86	LINC00470	
Q9C002	NMES1_HUMAN	Homo sapiens (Human)	83	NMES1	Complex I NDUFA4 subunit family
Q9C073	F117A_HUMAN	Homo sapiens (Human)	453	FAM117A	FAM117 family
Q9GZL8	BPEC1_HUMAN	Homo sapiens (Human)	116	BPESC1	
Q9GZU0	CF062_HUMAN	Homo sapiens (Human)	229	C6orf62	
Q9H098	F107B_HUMAN	Homo sapiens (Human)	131	FAM107B	FAM107 family
Q9H0H9	C4F30_HUMAN	Homo sapiens (Human)	118	CYP4F30P	
Q9H0P7	AGIT1_HUMAN	Homo sapiens (Human)	198	AGPAT4-IT1	
Q9H0Q0	CYRIA_HUMAN	Homo sapiens (Human)	323	CYRIA	CYRI family
Q9H0W7	THAP2_HUMAN	Homo sapiens (Human)	228	THAP2	
Q9H106	SIRPD_HUMAN	Homo sapiens (Human)	197	SIRPD	
Q9H1F0	WF10A_HUMAN	Homo sapiens (Human)	79	WFDC10A	
Q9H1X3	DJC25_HUMAN	Homo sapiens (Human)	360	DNAJC25	DNAJC25 family
Q9H246	CA021_HUMAN	Homo sapiens (Human)	121	C1orf21	
Q9H2J1	CI037_HUMAN	Homo sapiens (Human)	176	ARRDC1-AS1	
Q9H3Y8	PPDPF_HUMAN	Homo sapiens (Human)	114	PPDPF	PPDPF family
Q9H478	KCQ1D_HUMAN	Homo sapiens (Human)	68	KCNQ1DN	
Q9H489	TSY26_HUMAN	Homo sapiens (Human)	355	TSPY26P	Nucleosome assembly protein (NAP) family
Q9H496	IFG15_HUMAN	Homo sapiens (Human)	131	TOR1AIP2	
Q9H4I3	TRABD_HUMAN	Homo sapiens (Human)	376	TRABD	
Q9H4R4	CT191_HUMAN	Homo sapiens (Human)	102	NCOR1P1	N-CoR nuclear receptor corepressors family
Q9H521	YM006_HUMAN	Homo sapiens (Human)	79		
Q9H560	ANR19_HUMAN	Homo sapiens (Human)	264	ANKRD19P	
Q9H579	MROH8_HUMAN	Homo sapiens (Human)	483	MROH8	
Q9H606	PRORY_HUMAN	Homo sapiens (Human)	182	PRORY	
Q9H607	OCEL1_HUMAN	Homo sapiens (Human)	264	OCEL1	ELL/occludin family
Q9H6B1	Z385D_HUMAN	Homo sapiens (Human)	395	ZNF385D	
Q9H6K5	PRR36_HUMAN	Homo sapiens (Human)	1346	PRR36	
Q9H7B7	CG069_HUMAN	Homo sapiens (Human)	122	PKD1L1-AS1	
Q9H7F4	T185B_HUMAN	Homo sapiens (Human)	350	TMEM185B	TMEM185 family
Q9H7M6	ZSWM4_HUMAN	Homo sapiens (Human)	989	ZSWIM4	
Q9H819	DJC18_HUMAN	Homo sapiens (Human)	358	DNAJC18	
Q9H8W3	F204A_HUMAN	Homo sapiens (Human)	233	FAM204A	
Q9H8X3	CF208_HUMAN	Homo sapiens (Human)	128	LINC00574	
Q9H9A6	LRC40_HUMAN	Homo sapiens (Human)	602	LRRC40	
Q9H9R9	DBND1_HUMAN	Homo sapiens (Human)	158	DBNDD1	Dysbindin family
Q9HAH7	FBRS_HUMAN	Homo sapiens (Human)	460	FBRS	
Q9HAU6	TCTP8_HUMAN	Homo sapiens (Human)	139	TPT1P8	TCTP family
Q9HBX3	SNIT1_HUMAN	Homo sapiens (Human)	110	SND1-IT1	
Q9HC47	CTGE1_HUMAN	Homo sapiens (Human)	74	CTAGE1	
Q9HD87	CF050_HUMAN	Homo sapiens (Human)	102	C6orf50	
Q9NPB0	SMDC1_HUMAN	Homo sapiens (Human)	183	SAYSD1	
Q9NPU4	CN132_HUMAN	Homo sapiens (Human)	83	C14orf132	
Q9NQ32	CK016_HUMAN	Homo sapiens (Human)	467	C11orf16	
Q9NQ39	RS10L_HUMAN	Homo sapiens (Human)	176	RPS10P5	Eukaryotic ribosomal protein eS10 family
Q9NQR7	CC177_HUMAN	Homo sapiens (Human)	707	CCDC177	
Q9NRI6	PYY2_HUMAN	Homo sapiens (Human)	33	PYY2	NPY family
Q9NRJ2	GSAS1_HUMAN	Homo sapiens (Human)	163	GSN-AS1	
Q9NRP4	SDHF3_HUMAN	Homo sapiens (Human)	125	SDHAF3	Complex I LYR family
Q9NRX3	NUA4L_HUMAN	Homo sapiens (Human)	87	NDUFA4L2	Complex I NDUFA4 subunit family
Q9NSG2	CA112_HUMAN	Homo sapiens (Human)	853	C1orf112	
Q9NSQ0	RRP7B_HUMAN	Homo sapiens (Human)	103	RRP7BP	RRP7 family
Q9NU23	LYRM2_HUMAN	Homo sapiens (Human)	88	LYRM2	Complex I LYR family
Q9NU53	GINM1_HUMAN	Homo sapiens (Human)	330	GINM1	
Q9NUB4	CT141_HUMAN	Homo sapiens (Human)	165	C20orf141	
Q9NUC0	SRTD4_HUMAN	Homo sapiens (Human)	356	SERTAD4	
Q9NUD7	CT096_HUMAN	Homo sapiens (Human)	363	C20orf96	
Q9NUJ7	PLCX1_HUMAN	Homo sapiens (Human)	323	PLCXD1	
Q9NUR3	TM74B_HUMAN	Homo sapiens (Human)	256	TMEM74B	TMEM74 family
Q9NVV2	CS073_HUMAN	Homo sapiens (Human)	129	C19orf73	
Q9NWW7	CB042_HUMAN	Homo sapiens (Human)	574	C2orf42	
Q9NX00	TM160_HUMAN	Homo sapiens (Human)	188	TMEM160	TMEM160 family
Q9NX31	OSER1_HUMAN	Homo sapiens (Human)	292	OSER1	
Q9NXS3	KLH28_HUMAN	Homo sapiens (Human)	571	KLHL28	
Q9NYP8	CU062_HUMAN	Homo sapiens (Human)	219	C21orf62	
Q9NZY2	FA30A_HUMAN	Homo sapiens (Human)	134	FAM30A	
Q9P1F3	ABRAL_HUMAN	Homo sapiens (Human)	81	ABRACL	Costars family
Q9P1G2	RBAS1_HUMAN	Homo sapiens (Human)	102	RBM12B-AS1	
Q9P1V8	SAM15_HUMAN	Homo sapiens (Human)	674	SAMD15	
Q9P217	ZSWM5_HUMAN	Homo sapiens (Human)	1185	ZSWIM5	
Q9P298	HIG1B_HUMAN	Homo sapiens (Human)	99	HIGD1B	
Q9P2W6	CK021_HUMAN	Homo sapiens (Human)	132	C11orf21	
Q9P2X7	DEC1_HUMAN	Homo sapiens (Human)	70	DELEC1	
Q9P2X8	CI027_HUMAN	Homo sapiens (Human)	69	LINC00474	
Q9UBP8	KAAG1_HUMAN	Homo sapiens (Human)	84	KAAG1	
Q9UEU5	GGE2D_HUMAN	Homo sapiens (Human)	116	GAGE2D
Q9UFV1	TBC29_HUMAN	Homo sapiens (Human)	150	TBC1D29P	
Q9UH64	NSGX_HUMAN	Homo sapiens (Human)	79	CDKN2A-DT	
Q9UHL3	F153A_HUMAN	Homo sapiens (Human)	310	FAM153A	FAM153 family
Q9UHQ7	TCAL9_HUMAN	Homo sapiens (Human)	104	TCEAL9	TFS-II family
Q9UIY3	RWD2A_HUMAN	Homo sapiens (Human)	292	RWDD2A	
Q9UJ72	ANX10_HUMAN	Homo sapiens (Human)	324	ANXA10	Annexin family
Q9UJQ7	SCP2D_HUMAN	Homo sapiens (Human)	156	SCP2D1	
Q9UK00	CC018_HUMAN	Homo sapiens (Human)	162	C3orf18	
Q9ULE4	F184B_HUMAN	Homo sapiens (Human)	1060	FAM184B	FAM184 family
Q9ULG3	CFA92_HUMAN	Homo sapiens (Human)	409	CFAP92	
Q9ULI1	NWD2_HUMAN	Homo sapiens (Human)	1742	NWD2	
Q9ULN7	PNM8B_HUMAN	Homo sapiens (Human)	635	PNMA8B	PNMA family
Q9UNX3	RL26L_HUMAN	Homo sapiens (Human)	145	RPL26L1	Universal ribosomal protein uL24 family
Q9UNZ5	L10K_HUMAN	Homo sapiens (Human)	99	C19orf53	UPF0390 family
Q9Y442	CV024_HUMAN	Homo sapiens (Human)	160	YWHAH-AS1	
Q9Y4M8	CH071_HUMAN	Homo sapiens (Human)	146	LINC00588	
Q9Y546	LRC42_HUMAN	Homo sapiens (Human)	428	LRRC42	LRRC42 family
Q9Y5L5	LENEP_HUMAN	Homo sapiens (Human)	61	LENEP	
Q9Y5M1	F215A_HUMAN	Homo sapiens (Human)	114	FAM215A	
Q9Y5V0	ZN706_HUMAN	Homo sapiens (Human)	76	ZNF706	
Q9Y675	SNURF_HUMAN	Homo sapiens (Human)	71	SNURF	SNURF family
Q9Y6J3	SMA5O_HUMAN	Homo sapiens (Human)	95	SMAD5-AS1	
Q9Y6Z5	AFDDT_HUMAN	Homo sapiens (Human)	254	AFDN-DT	
S4R3P1	HMN13_HUMAN	Homo sapiens (Human)	24	MTRNR2L13	Humanin family
S4R3Y5	HMN11_HUMAN	Homo sapiens (Human)	24	MTRNR2L11	Humanin family
A0A087WV53	SPEGN_HUMAN	Homo sapiens (Human)	238	SPEGNB	
A0A096LP01	SIM26_HUMAN	Homo sapiens (Human)	95	SMIM26	
A0A096LPI5	GVQW2_HUMAN	Homo sapiens (Human)	108	CCDC28A-AS1	
A0A0J9YX94	PMA6F_HUMAN	Homo sapiens (Human)	578	PNMA6F	
A0A0J9YXQ4	PMA6E_HUMAN	Homo sapiens (Human)	647	PNMA6E	
A0A0U1RQS6	TM275_HUMAN	Homo sapiens (Human)	177	TMEM275	
A0A0U1RR37	CA232_HUMAN	Homo sapiens (Human)	186	C1orf232	
A0A0U1RRK4	LBHD2_HUMAN	Homo sapiens (Human)	108	LBHD2	
A0A1B0GTC6	CC085_HUMAN	Homo sapiens (Human)	90	C3orf85	
A0A1B0GTD5	TEX49_HUMAN	Homo sapiens (Human)	131	TEX49	
A0A1B0GTI1	CC201_HUMAN	Homo sapiens (Human)	187	CCDC201	
A0A1B0GTK4	F237A_HUMAN	Homo sapiens (Human)	181	FAM237A	
A0A1B0GTK5	F236D_HUMAN	Homo sapiens (Human)	79	FAM236D	FAM236 family
A0A1B0GTR3	CX05A_HUMAN	Homo sapiens (Human)	108	CXorf51A	
A0A1B0GTR4	SPRR5_HUMAN	Homo sapiens (Human)	108	SPRR5	
A0A1B0GTU2	CTXD1_HUMAN	Homo sapiens (Human)	59	CTXND1	
A0A1B0GU29	SIM28_HUMAN	Homo sapiens (Human)	152	SMIM28	
A0A1B0GU33	TEX53_HUMAN	Homo sapiens (Human)	70	TEX53	
A0A1B0GU71	C97D2_HUMAN	Homo sapiens (Human)	98	CFAP97D2	CFAP97 family
A0A1B0GUA5	SIM32_HUMAN	Homo sapiens (Human)	103	SMIM32	
A0A1B0GUA6	CC195_HUMAN	Homo sapiens (Human)	201	CCDC195	
A0A1B0GUA9	CM046_HUMAN	Homo sapiens (Human)	212	C13orf46	
A0A1B0GUC4	MYCOS_HUMAN	Homo sapiens (Human)	108	MYOCOS	
A0A1B0GUJ8	PNM8C_HUMAN	Homo sapiens (Human)	204	PNMA8C	PNMA family
A0A1B0GUQ0	F236A_HUMAN	Homo sapiens (Human)	79	FAM236A	FAM236 family
A0A1B0GUS0	CS085_HUMAN	Homo sapiens (Human)	222	C19orf85	
A0A1B0GUT2	CJ143_HUMAN	Homo sapiens (Human)	108	C10orf143	
A0A1B0GUU1	CQ113_HUMAN	Homo sapiens (Human)	675	C17orf113	
A0A1B0GUV1	CQ114_HUMAN	Homo sapiens (Human)	79	C17orf114	
A0A1B0GUX0	VAFNB_HUMAN	Homo sapiens (Human)	176	ATP6V1FNB	
A0A1B0GV22	F236B_HUMAN	Homo sapiens (Human)	79	FAM236B	FAM236 family
A0A1B0GV90	CTXD2_HUMAN	Homo sapiens (Human)	55	CTXND2	
A0A1B0GVD1	F237B_HUMAN	Homo sapiens (Human)	139	FAM237B	
A0A1B0GVG4	CC194_HUMAN	Homo sapiens (Human)	234	CCDC194	
A0A1B0GVG6	TEX54_HUMAN	Homo sapiens (Human)	124	TEX54	
A0A1B0GVH6	CM042_HUMAN	Homo sapiens (Human)	325	C13orf42	
A0A1B0GVH7	IQCM_HUMAN	Homo sapiens (Human)	501	IQCM	
A0A1B0GVM5	ETDC_HUMAN	Homo sapiens (Human)	59	ETDC	
A0A1B0GVQ3	CC200_HUMAN	Homo sapiens (Human)	168	CCDC200	
A0A1B0GVR7	F240C_HUMAN	Homo sapiens (Human)	95	FAM240C	FAM240 family
A0A1B0GVT2	SIM36_HUMAN	Homo sapiens (Human)	93	SMIM36	
A0A1B0GVZ2	F240B_HUMAN	Homo sapiens (Human)	78	FAM240B	FAM240 family
A0A1B0GVZ6	MB3LB_HUMAN	Homo sapiens (Human)	204	MBD3L2B	MBD3L family
A0A1B0GVZ9	TM269_HUMAN	Homo sapiens (Human)	245	TMEM269	
A0A1B0GW54	SIM39_HUMAN	Homo sapiens (Human)	56	SMIM39	
A0A1W2PP97	THSD8_HUMAN	Homo sapiens (Human)	115	THSD8	
A0A1W2PQ72	MSD7_HUMAN	Homo sapiens (Human)	361	MSANTD7	
A0A286YFK9	SIM38_HUMAN	Homo sapiens (Human)	51	SMIM38	
A0A2R8Y2Y2	CHO90_HUMAN	Homo sapiens (Human)	192	C8orf90	
A0A2R8Y4Y8	OSP4B_HUMAN	Homo sapiens (Human)	160	OOSP4B	PLAC1 family
A0A2R8YCJ5	SIM41_HUMAN	Homo sapiens (Human)	93	SMIM41	
A0A3B3IT52	MSD5_HUMAN	Homo sapiens (Human)	213	MSANTD5	
A0A494C0N9	F246B_HUMAN	Homo sapiens (Human)	232	FAM246B	FAM246 family
A0A494C0Y3	F246A_HUMAN	Homo sapiens (Human)	232	FAM246A	FAM246 family
A0A590UK83	SMI45_HUMAN	Homo sapiens (Human)	107	SMIM45	
A0A5F9ZH02	SIM42_HUMAN	Homo sapiens (Human)	70	SMIM42	
A1L4L8	PL8L1_HUMAN	Homo sapiens (Human)	177	PLAC8L1	Cornifelin family
A1L4Q6	YK033_HUMAN	Homo sapiens (Human)	167		
A4D0Y5	CG077_HUMAN	Homo sapiens (Human)	90	LINC03043	
A4D1N5	YG018_HUMAN	Homo sapiens (Human)	150		
A4D250	BLACE_HUMAN	Homo sapiens (Human)	179	BLACE	
A4QN01	CJ040_HUMAN	Homo sapiens (Human)	128	LINC01553	
A6NC62	RAKDN_HUMAN	Homo sapiens (Human)	111	RBAKDN	
A6NCN8	TEX52_HUMAN	Homo sapiens (Human)	305	TEX52	
A6NCS6	CB072_HUMAN	Homo sapiens (Human)	295	C2orf72	
A6NDN8	UBIML_HUMAN	Homo sapiens (Human)	102		
A6NDZ8	MB3L4_HUMAN	Homo sapiens (Human)	208	MBD3L4	MBD3L family
A6NF36	CC182_HUMAN	Homo sapiens (Human)	153	CCDC182	
A6NFE3	EFC10_HUMAN	Homo sapiens (Human)	127	EFCAB10	
A6NGY3	CE052_HUMAN	Homo sapiens (Human)	159	C5orf52	
A6NHR8	FA47D_HUMAN	Homo sapiens (Human)	397	FAM47DP	FAM47 family
A6NHS1	YK042_HUMAN	Homo sapiens (Human)	94		
A6NIU2	CU037_HUMAN	Homo sapiens (Human)	74	LINC01549	
A6NJI1	CK086_HUMAN	Homo sapiens (Human)	115	C11orf86	
A6NJI9	LRC72_HUMAN	Homo sapiens (Human)	287	LRRC72	
